Date,High,Low,Open,Close,Volume,Adj Close,Name
2016-08-09,5238.5400390625,5214.9501953125,5216.2099609375,5225.47998046875,1664320000,5225.47998046875,^IXIC
2016-08-10,5227.9599609375,5193.7998046875,5227.9501953125,5204.580078125,1651240000,5204.580078125,^IXIC
2016-08-11,5235.2900390625,5211.25,5222.14990234375,5228.39990234375,1511670000,5228.39990234375,^IXIC
2016-08-12,5233.33984375,5215.5498046875,5219.66015625,5232.89013671875,1501620000,5232.89013671875,^IXIC
2016-08-15,5271.35986328125,5241.14013671875,5242.18017578125,5262.02001953125,1533170000,5262.02001953125,^IXIC
2016-08-16,5248.259765625,5226.77978515625,5247.9599609375,5227.10986328125,1698390000,5227.10986328125,^IXIC
2016-08-17,5230.08984375,5197.22998046875,5228.43994140625,5228.66015625,1747890000,5228.66015625,^IXIC
2016-08-18,5243.169921875,5221.83984375,5226.4501953125,5240.14990234375,1659080000,5240.14990234375,^IXIC
2016-08-19,5245.81005859375,5217.64990234375,5229.8701171875,5238.3798828125,1632740000,5238.3798828125,^IXIC
2016-08-22,5252.1298828125,5224.6298828125,5231.4599609375,5244.60009765625,1560210000,5244.60009765625,^IXIC
2016-08-23,5275.740234375,5257.89990234375,5265.77978515625,5260.080078125,1547050000,5260.080078125,^IXIC
2016-08-24,5262.990234375,5205.64013671875,5254.419921875,5217.68994140625,1714780000,5217.68994140625,^IXIC
2016-08-25,5230.58984375,5201.64013671875,5207.60986328125,5212.2001953125,1511890000,5212.2001953125,^IXIC
2016-08-26,5253.39013671875,5191.85986328125,5219.0498046875,5218.919921875,1591060000,5218.919921875,^IXIC
2016-08-29,5245.1201171875,5222.33984375,5223.7998046875,5232.330078125,1416640000,5232.330078125,^IXIC
2016-08-30,5241.6201171875,5205.60986328125,5229.8798828125,5222.990234375,1561020000,5222.990234375,^IXIC
2016-08-31,5219.89013671875,5191.18017578125,5216.419921875,5213.22021484375,1761770000,5213.22021484375,^IXIC
2016-09-01,5229.93994140625,5189.35986328125,5218.27978515625,5227.2099609375,1592520000,5227.2099609375,^IXIC
2016-09-02,5263.39013671875,5231.02001953125,5249.66015625,5249.89990234375,1474200000,5249.89990234375,^IXIC
2016-09-06,5275.91015625,5244.0,5260.0,5275.91015625,1777940000,5275.91015625,^IXIC
2016-09-07,5287.60986328125,5261.919921875,5274.22998046875,5283.93017578125,1878460000,5283.93017578125,^IXIC
2016-09-08,5271.009765625,5248.41015625,5269.9599609375,5259.47998046875,1839790000,5259.47998046875,^IXIC
2016-09-09,5225.93017578125,5125.91015625,5217.9501953125,5125.91015625,2208690000,5125.91015625,^IXIC
2016-09-12,5217.8798828125,5097.7998046875,5098.02978515625,5211.89013671875,2007610000,5211.89013671875,^IXIC
2016-09-13,5195.02978515625,5131.27001953125,5181.14013671875,5155.25,2071460000,5155.25,^IXIC
2016-09-14,5201.33984375,5159.5498046875,5160.2099609375,5173.77001953125,1902680000,5173.77001953125,^IXIC
2016-09-15,5254.77978515625,5176.25,5178.10009765625,5249.68994140625,1950940000,5249.68994140625,^IXIC
2016-09-16,5248.60009765625,5218.97021484375,5238.7099609375,5244.56982421875,3013860000,5244.56982421875,^IXIC
2016-09-19,5281.06982421875,5222.91015625,5263.5498046875,5235.02978515625,1791120000,5235.02978515625,^IXIC
2016-09-20,5265.18017578125,5235.419921875,5256.18994140625,5241.35009765625,1695190000,5241.35009765625,^IXIC
2016-09-21,5299.39990234375,5233.93994140625,5263.64990234375,5295.18017578125,1999690000,5295.18017578125,^IXIC
2016-09-22,5342.8798828125,5320.93017578125,5323.259765625,5339.52001953125,1882100000,5339.52001953125,^IXIC
2016-09-23,5329.7099609375,5301.6298828125,5327.43017578125,5305.75,1761330000,5305.75,^IXIC
2016-09-26,5282.27001953125,5254.9599609375,5275.72998046875,5257.490234375,1669520000,5257.490234375,^IXIC
2016-09-27,5306.81005859375,5251.31982421875,5254.18017578125,5305.7099609375,1751060000,5305.7099609375,^IXIC
2016-09-28,5320.6201171875,5284.83984375,5312.72998046875,5318.5498046875,1785470000,5318.5498046875,^IXIC
2016-09-29,5317.0,5254.52001953125,5311.31005859375,5269.14990234375,1941170000,5269.14990234375,^IXIC
2016-09-30,5325.8798828125,5277.8798828125,5288.8701171875,5312.0,2059800000,5312.0,^IXIC
2016-10-03,5308.60009765625,5281.9501953125,5300.2900390625,5300.8701171875,1604060000,5300.8701171875,^IXIC
2016-10-04,5323.60009765625,5271.7001953125,5313.490234375,5289.66015625,1708990000,5289.66015625,^IXIC
2016-10-05,5330.81005859375,5304.06005859375,5305.27978515625,5316.02001953125,1753340000,5316.02001953125,^IXIC
2016-10-06,5315.72998046875,5281.47021484375,5306.58984375,5306.85009765625,1654020000,5306.85009765625,^IXIC
2016-10-07,5315.64990234375,5266.7998046875,5314.919921875,5292.39990234375,1646650000,5292.39990234375,^IXIC
2016-10-10,5340.52001953125,5317.72998046875,5318.4599609375,5328.669921875,1364150000,5328.669921875,^IXIC
2016-10-11,5321.81982421875,5227.43017578125,5321.81982421875,5246.7900390625,1821680000,5246.7900390625,^IXIC
2016-10-12,5257.18017578125,5228.77001953125,5247.91015625,5239.02001953125,1565940000,5239.02001953125,^IXIC
2016-10-13,5228.259765625,5169.759765625,5200.2998046875,5213.330078125,1735310000,5213.330078125,^IXIC
2016-10-14,5258.8798828125,5213.3701171875,5241.259765625,5214.16015625,1594480000,5214.16015625,^IXIC
2016-10-17,5219.97998046875,5196.02978515625,5213.68994140625,5199.81982421875,1424270000,5199.81982421875,^IXIC
2016-10-18,5264.27001953125,5239.43994140625,5255.31982421875,5243.83984375,1474430000,5243.83984375,^IXIC
2016-10-19,5253.830078125,5234.25,5240.330078125,5246.41015625,1546960000,5246.41015625,^IXIC
2016-10-20,5252.10009765625,5216.0498046875,5238.2001953125,5241.830078125,1741820000,5241.830078125,^IXIC
2016-10-21,5259.1298828125,5225.759765625,5238.64990234375,5257.39990234375,1649470000,5257.39990234375,^IXIC
2016-10-24,5311.5,5289.22998046875,5290.31005859375,5309.830078125,1531970000,5309.830078125,^IXIC
2016-10-25,5310.27001953125,5278.56982421875,5306.47021484375,5283.39990234375,1579490000,5283.39990234375,^IXIC
2016-10-26,5280.85009765625,5237.0498046875,5256.39990234375,5250.27001953125,1725900000,5250.27001953125,^IXIC
2016-10-27,5274.1201171875,5211.75,5272.18994140625,5215.97021484375,1918690000,5215.97021484375,^IXIC
2016-10-28,5232.35009765625,5178.759765625,5203.7001953125,5190.10009765625,1895970000,5190.10009765625,^IXIC
2016-10-31,5206.7099609375,5186.56005859375,5205.08984375,5189.14013671875,1707260000,5189.14013671875,^IXIC
2016-11-01,5201.1298828125,5112.31982421875,5199.77001953125,5153.580078125,1878650000,5153.580078125,^IXIC
2016-11-02,5156.7001953125,5097.56005859375,5147.27978515625,5105.56982421875,2105870000,5105.56982421875,^IXIC
2016-11-03,5115.06005859375,5053.52001953125,5104.7001953125,5058.41015625,2107720000,5058.41015625,^IXIC
2016-11-04,5087.509765625,5034.41015625,5034.41015625,5046.3701171875,2015130000,5046.3701171875,^IXIC
2016-11-07,5169.41015625,5122.77001953125,5128.990234375,5166.169921875,1914310000,5166.169921875,^IXIC
2016-11-08,5214.169921875,5145.2998046875,5154.990234375,5193.490234375,1736100000,5193.490234375,^IXIC
2016-11-09,5258.990234375,5143.85986328125,5143.85986328125,5251.06982421875,2824560000,5251.06982421875,^IXIC
2016-11-10,5302.68017578125,5145.31982421875,5283.47998046875,5208.7998046875,2984360000,5208.7998046875,^IXIC
2016-11-11,5241.080078125,5179.64013671875,5191.81982421875,5237.10986328125,2285050000,5237.10986328125,^IXIC
2016-11-14,5247.169921875,5192.0498046875,5246.330078125,5218.39990234375,2369190000,5218.39990234375,^IXIC
2016-11-15,5287.06005859375,5236.25,5241.35009765625,5275.6201171875,2156500000,5275.6201171875,^IXIC
2016-11-16,5299.6298828125,5251.8798828125,5253.740234375,5294.580078125,2057140000,5294.580078125,^IXIC
2016-11-17,5334.0498046875,5288.16015625,5295.06982421875,5333.97021484375,2081760000,5333.97021484375,^IXIC
2016-11-18,5346.7998046875,5315.52978515625,5340.97021484375,5321.509765625,1858610000,5321.509765625,^IXIC
2016-11-21,5369.830078125,5334.16015625,5336.77978515625,5368.85986328125,1745320000,5368.85986328125,^IXIC
2016-11-22,5392.259765625,5365.60009765625,5384.75,5386.35009765625,1886800000,5386.35009765625,^IXIC
2016-11-23,5380.68017578125,5350.68017578125,5366.5498046875,5380.68017578125,1616740000,5380.68017578125,^IXIC
2016-11-25,5398.919921875,5379.27978515625,5388.490234375,5398.919921875,768070000,5398.919921875,^IXIC
2016-11-28,5396.27001953125,5364.91015625,5387.919921875,5368.81005859375,1625620000,5368.81005859375,^IXIC
2016-11-29,5403.85986328125,5360.56005859375,5370.97998046875,5379.919921875,1788790000,5379.919921875,^IXIC
2016-11-30,5393.14990234375,5323.68017578125,5391.35009765625,5323.68017578125,2064430000,5323.68017578125,^IXIC
2016-12-01,5326.33984375,5238.2099609375,5323.8798828125,5251.10986328125,2264960000,5251.10986328125,^IXIC
2016-12-02,5274.5400390625,5239.27001953125,5249.02001953125,5255.64990234375,1848930000,5255.64990234375,^IXIC
2016-12-05,5321.08984375,5269.56982421875,5283.580078125,5308.89013671875,1798160000,5308.89013671875,^IXIC
2016-12-06,5333.990234375,5299.93994140625,5317.740234375,5333.0,1974850000,5333.0,^IXIC
2016-12-07,5397.93017578125,5307.31005859375,5322.669921875,5393.759765625,2122590000,5393.759765625,^IXIC
2016-12-08,5425.52001953125,5389.10009765625,5394.14990234375,5417.35986328125,2231070000,5417.35986328125,^IXIC
2016-12-09,5450.16015625,5427.1201171875,5436.10986328125,5444.5,2038700000,5444.5,^IXIC
2016-12-12,5434.89990234375,5394.419921875,5428.22021484375,5412.5400390625,1927560000,5412.5400390625,^IXIC
2016-12-13,5486.75,5430.72021484375,5433.56982421875,5463.830078125,2085710000,5463.830078125,^IXIC
2016-12-14,5476.25,5425.72998046875,5465.68994140625,5436.669921875,1974150000,5436.669921875,^IXIC
2016-12-15,5485.1201171875,5439.39013671875,5443.509765625,5456.85009765625,2095910000,5456.85009765625,^IXIC
2016-12-16,5474.580078125,5426.009765625,5467.81982421875,5437.16015625,3257750000,5437.16015625,^IXIC
2016-12-19,5483.419921875,5436.5400390625,5441.2001953125,5457.43994140625,1685800000,5457.43994140625,^IXIC
2016-12-20,5489.47021484375,5471.7099609375,5473.52978515625,5483.93994140625,1678040000,5483.93994140625,^IXIC
2016-12-21,5486.259765625,5465.31005859375,5482.6298828125,5471.43017578125,1493900000,5471.43017578125,^IXIC
2016-12-22,5472.009765625,5432.77001953125,5472.009765625,5447.419921875,1582600000,5447.419921875,^IXIC
2016-12-23,5462.68994140625,5441.759765625,5441.759765625,5462.68994140625,1144280000,5462.68994140625,^IXIC
